#,Class,Who,Progress,Num,Denom,✓,,Name,Requirements,Rewards,Incomplete,Actual Requirements (if different),Description,Icon Name,Tab,Actual Name,Time,Responsibility
1063,Subset,,,0,0,FALSE,,Enchanted Forest,Find a flower forest (Enter a flower forest biome),,,Enter a flower forest biome,Find a flower forest,allium,Biomes,blazeandcave:biomes/enchanted_forest,,
1064,Subset,,,0,0,FALSE,,Pretty in Pink,Find a Cherry Grove (Enter a Cherry Grove biome),,,Enter a Cherry Grove biome,Find a Cherry Grove,cherry_leaves,Biomes,blazeandcave:biomes/pretty_in_pink,,
1065,Subset,,,0,0,FALSE,,Flower Power,Collect all types of flowers (See requirement notes below),,,See requirement notes below,Collect all types of flowers,rose_bush,Biomes,blazeandcave:biomes/flower_power,,
,Subset,,,,,FALSE,,Eyeball Forest,Obtain an Eyeblossom from a Pale Garden (Obtain either a Closed Eyeblossom or Open Eyeblossom),,,Obtain either a Closed Eyeblossom or Open Eyeblossom,Obtain an Eyeblossom from a Pale Garden,open_eyeblossom,Biomes,blazeandcave:biomes/eyeball_forest,,
,Unique,,,,,FALSE,,Heart Breaker,Smash a Creaking Heart to destroy its Creaking (Destroy a Creaking Heart while it has an alive Creaking bound to it),,,Destroy a Creaking Heart while it has an alive Creaking bound to it,Smash a Creaking Heart to destroy its Creaking,creaking_heart,Biomes,blazeandcave:biomes/heart_breaker,,
,Unique,,,,,FALSE,,Pale in Comparison,Place a block of Pale Moss next to a block of regular Moss (Can also place Moss next to Pale Moss. The blocks must be touching in any of the six directions),,,Can also place Moss next to Pale Moss. The blocks must be touching in any of the six directions,Place a block of Pale Moss next to a block of regular Moss,pale_moss_block,Biomes,blazeandcave:biomes/pale_in_comparison,,
,Subset,,,,,FALSE,,Resinance,Pick off a Resin Clump growing on the side of a Pale Oak tree (Obtain a Resin Clump),4 Resin Clumps,,Obtain a Resin Clump,Pick off a Resin Clump growing on the side of a Pale Oak tree,resin_clump,Biomes,blazeandcave:biomes/resinance,,
,Subset,,,,,FALSE,,Fake Copper,"Craft all forms of Resin Blocks and Resin Bricks (Obtain: Block of Resin, Resin Bricks, Resin Brick Slab, Resin Brick Stairs, Resin Brick Walls, Chiseled Resin Bricks)",16 Blocks of Resin,,"Obtain: Block of Resin, Resin Bricks, Resin Brick Slab, Resin Brick Stairs, Resin Brick Walls, Chiseled Resin Bricks",Craft all forms of Resin Blocks and Resin Bricks,chiseled_resin_bricks,Biomes,blazeandcave:biomes/fake_copper,,
1066,Subset,,,0,0,FALSE,,The Mighty Jungle,Go for a safari in the jungle (Enter any jungle biome (including bamboo jungle biomes)),8 Jungle Logs,,Enter any jungle biome (including bamboo jungle biomes),Go for a safari in the jungle,jungle_leaves,Biomes,blazeandcave:biomes/the_mighty_jungle,,
1067,Subset,,,0,0,FALSE,,Tarzan,Swing (or climb) on some vines (Enter a vine block),,,Enter a vine block,Swing (or climb) on some vines,vine,Biomes,blazeandcave:biomes/tarzan,,
1068,Subset,,,0,0,FALSE,,Lion Hunter,Feed an Ocelot fish to try and gain its trust,2 Cod,,,Feed an Ocelot fish to try and gain its trust,cod,Biomes,blazeandcave:biomes/lion_hunter,,
1069,Subset,,,0,0,FALSE,,Simba,Breed a baby ocelot,,,,Breed a baby ocelot,ocelot_spawn_egg,Biomes,blazeandcave:biomes/simba,,
1070,Subset,,,0,0,FALSE,,Bamboom!,Break down some bamboo (Obtain bamboo),,,Obtain bamboo,Break down some bamboo,bamboo,Biomes,blazeandcave:biomes/bamboom,,
1071,Subset,,,0,0,FALSE,,Construction Worker,Craft and use some scaffolding (Place scaffolding),,,Place scaffolding,Craft and use some scaffolding,scaffolding,Biomes,blazeandcave:biomes/construction_worker,,
1072,Unique,,,0,0,FALSE,,Top of the World,Place scaffolding to the world limit (Place scaffolding at y=319 in the Overworld or y=255 in the Nether or End),64 Scaffolding,,Place scaffolding at y=319 in the Overworld or y=255 in the Nether or End,Place scaffolding to the world limit,light_blue_dye,Biomes,blazeandcave:biomes/top_of_the_world,,World Height
1073,Subset,,,0,0,FALSE,,Zoologist,Breed two pandas to get a baby panda,8 Bamboo,,,Breed two pandas to get a baby panda,panda_spawn_egg,Biomes,blazeandcave:biomes/zoologist,,
1074,Subset,,,0,0,FALSE,,Kung Fu Panda!,Get beaten up by an angry panda (Get killed by a panda),,,Get killed by a panda,Get beaten up by an angry panda,leather_chestplate,Biomes,blazeandcave:biomes/kung_fu_panda,,
1075,Subset,,,0,0,FALSE,,Qinling,Breed a rare brown panda (Breed two pandas and have the offspring be a brown panda),,,Breed two pandas and have the offspring be a brown panda,Breed a rare brown panda,brown_dye,Biomes,blazeandcave:biomes/qinling,,"Explorers
(shared)"
1076,Unique,,,0,0,FALSE,,Pandamonium,Feed cake to every type of panda (Have all seven panda personalities pick up cake that you dropped on the ground),1 Cake,,Have all seven panda personalities pick up cake that you dropped on the ground,Feed cake to every type of panda,cake,Biomes,blazeandcave:biomes/pandamonium,,Explorer
1077,Incidental,,,0,0,FALSE,,Smooth Operator,Slip and slide on some ice (Step on ice),,,Step on ice,Slip and slide on some ice,ice,Biomes,blazeandcave:biomes/smooth_operator,,
1078,Subset,,,0,0,FALSE,,This Snow is Snowier,Fall into some Powder Snow (Enter a block of powder snow),,,Enter a block of powder snow,Fall into some Powder Snow,snow_block,Biomes,blazeandcave:biomes/this_snow_is_snowier,,
1079,Unique,,,0,0,FALSE,,Light as a Rabbit,Walk on Powder Snow… without sinking in it (Walk on powder snow while wearing Leather Boots),2 Leather,,Walk on powder snow while wearing Leather Boots,Walk on Powder Snow… without sinking in it,leather_boots,Biomes,minecraft:adventure/walk_on_powder_snow_with_leather_boots,,"Explorers
(shared)"
1080,Unique,,,0,0,FALSE,,Captain America,"Get completely frozen inside two blocks of Powder Snow for a loooong time. Big question is: Can you do this all day? (For 20 minutes in a row, stand inside two blocks of Powder Snow (one at your feet, one at your head) without wearing any leather armor (such that you're taking damage from freezing))",,,"For 20 minutes in a row, stand inside two blocks of Powder Snow (one at your feet, one at your head) without wearing any leather armor (such that you're taking damage from freezing)",Get completely frozen inside two blocks of Powder Snow for a loooong time. Big question is: Can you do this all day?,shield,Biomes,blazeandcave:biomes/captain_america,,afk
1081,Subset,,,0,0,FALSE,,Powder-full,Pick up some Powder Snow in a Bucket,,,,Pick up some Powder Snow in a Bucket,powder_snow_bucket,Biomes,blazeandcave:biomes/powder_full,,
1082,Subset,,,0,0,FALSE,,Thin Ice!,Mine some ice using a silk touch pickaxe (Obtain ice),3 Ice,,Obtain ice,Mine some ice using a silk touch pickaxe,ice,Biomes,blazeandcave:biomes/thin_ice,,
1083,Subset,,,0,0,FALSE,,Spike Ice!,Break down an ice spike using a silk touch pickaxe (Obtain packed ice),3 Packed Ice,,Obtain packed ice,Break down an ice spike using a silk touch pickaxe,packed_ice,Biomes,blazeandcave:biomes/spike_ice,,
1084,Subset,,,0,0,FALSE,,Thick Ice!,Craft or mine a blue ice block from an iceberg (Obtain blue ice),3 Blue Ice,,Obtain blue ice,Craft or mine a blue ice block from an iceberg,blue_ice,Biomes,blazeandcave:biomes/thick_ice,,
1085,Subset,,,0,0,FALSE,,Everybody Loves Ice!,"Obtain a stack of every type of ice in your inventory (Obtain 64 ice, 64 packed ice, and 64 blue ice)",64 Ice,,"Obtain 64 ice, 64 packed ice, and 64 blue ice",Obtain a stack of every type of ice in your inventory,poisonous_potato,Biomes,blazeandcave:biomes/everybody_loves_ice,,
1086,Subset,,,0,0,FALSE,,Barbearian,"It may be illegal to hunt polar bears in real life, but not in Minecraft (Kill a polar bear)",4 Raw Cod,,Kill a polar bear,"It may be illegal to hunt polar bears in real life, but not in Minecraft",polar_bear_spawn_egg,Biomes,blazeandcave:biomes/barbearian,,
1087,Subset,,,0,0,FALSE,,We’re Going on a Bear Hunt,Get hunted by a Polar Bear (Get killed by a polar bear),,,Get killed by a polar bear,Get hunted by a Polar Bear,snow,Biomes,blazeandcave:biomes/were_going_on_a_bear_hunt,,
1088,Subset,,,0,0,FALSE,,Just Keep Swimming,Go for a swim (Enter water),,,Enter water,Go for a swim,water_bucket,Biomes,blazeandcave:biomes/just_keep_swimming,,
1089,Subset,,,0,0,FALSE,,The sea calls you...,Find an ocean (Enter any ocean biome (See note 8)),,,Enter any ocean biome (See note 8),Find an ocean,seagrass,Biomes,blazeandcave:biomes/the_sea_calls_you,,
1090,Subset,,,0,0,FALSE,,Boaty McBoatface,Craft and ride a boat to sail on the high seas (Enter a boat or chest boat),,,Enter a boat or chest boat,Craft and ride a boat to sail on the high seas,oak_boat,Biomes,blazeandcave:biomes/boaty_mcboatface,,
1091,Child,,,0,0,FALSE,,Dive Bomb,Dive into water from a cliff at least 50 blocks tall (Fall at least 50 blocks and land in water),,,Fall at least 50 blocks and land in water,Dive into water from a cliff at least 50 blocks tall,leather_leggings,Biomes,blazeandcave:biomes/dive_bomb,,World Height
1092,Subset,,,0,0,FALSE,,Free Diver,Stay underwater for 2 minutes (See warning below),1 Aqua Affinity Enchanted Book,,See warning below,Stay underwater for 2 minutes,tube_coral_fan,Biomes,blazeandcave:biomes/free_diver,,
1093,Unique,,,0,0,FALSE,,Sleep with the Fishes,Spend a day underwater (See warning below),1 Respiration III Enchanted Book,,See warning below,Spend a day underwater,drowned_spawn_egg,Biomes,blazeandcave:biomes/sleep_with_the_fishes,,Ores
1094,Unique,,,0,0,FALSE,,Cargo Carrier,Ride a Boat with a Chest in it (Enter a chest boat),,,Enter a chest boat,Ride a Boat with a Chest in it,spruce_chest_boat,Biomes,blazeandcave:biomes/cargo_carrier,,
1095,Incidental,,,0,0,FALSE,,Flipper,Give a Dolphin something to play with (Have a Dolphin nudge an item that you threw),,,Have a Dolphin nudge an item that you threw,Give a Dolphin something to play with,light_blue_wool,Biomes,blazeandcave:biomes/flipper,,
1096,Subset,,,0,0,FALSE,,Dolphin Dasher,Get a speed boost from your friendly underwater companions (Get the Dolphin's Grace effect),,,Get the Dolphin's Grace effect,Get a speed boost from your friendly underwater companions,dolphin_spawn_egg,Biomes,blazeandcave:biomes/dolphin_dasher,,
1097,Subset,,,0,0,FALSE,,So Long & Thanks For The Fish,Get murdered by dolphins,,,,Get murdered by dolphins,bowl,Biomes,blazeandcave:biomes/so_long_and_thanks_for_all_the_fish,,
1098,Subset,,,0,0,FALSE,,The Great Blocky Reef,Come across a coral reef in an ocean (Enter a Warm Ocean biome),,,Enter a Warm Ocean biome,Come across a coral reef in an ocean,brain_coral,Biomes,blazeandcave:biomes/the_great_blocky_reef,,
1099,Subset,,,0,0,FALSE,,In a Pickle,Collect some sea pickles from a coral reef (Obtain sea pickles),8 Sea Pickles,,Obtain sea pickles,Collect some sea pickles from a coral reef,sea_pickle,Biomes,blazeandcave:biomes/in_a_pickle,,
1100,Subset,,,0,0,FALSE,,Just a sample,"Collect some coral from a coral reef (Obtain dead or living coral, coral fan or coral block in any color)",,,"Obtain dead or living coral, coral fan or coral block in any color",Collect some coral from a coral reef,fire_coral_fan,Biomes,blazeandcave:biomes/just_a_sample,,
1101,Subset,,,0,0,FALSE,,No Reefing!,"Collect all colors of coral blocks, coral plants and coral fans (including dead ones) (See requirement notes below)",,,See requirement notes below,"Collect all colors of coral blocks, coral plants and coral fans (including dead ones)",dead_brain_coral_block,Biomes,blazeandcave:biomes/no_reefing,,
1102,Unique,,,0,0,FALSE,,Echolocation,Feed a dolphin fish to have it lead you to treasure,4 Cod,,,Feed a dolphin fish to have it lead you to treasure,cod,Biomes,blazeandcave:biomes/echolocation,,"Explorers
(shared)"
1103,Incidental,,,0,0,FALSE,,Pushed Around,Enter a bubble column,,,,Enter a bubble column,magma_block,Biomes,blazeandcave:biomes/pushed_around,,
1104,Subset,,,0,0,FALSE,,Atlantis?,Explore some Underwater Ruins (Enter an Ocean Ruin),1 Nautilus Shell,,Enter an Ocean Ruin,Explore some Underwater Ruins,chiseled_stone_bricks,Biomes,blazeandcave:biomes/atlantis,,
1105,Subset,,,0,0,FALSE,,Ahoy!,Come across a sunken ship,1 Nautilus Shell,,,Come across a sunken ship,spruce_fence,Biomes,blazeandcave:biomes/ahoy,,
1106,Unique,,,0,0,FALSE,,Boatception,Get in a boat within a shipwreck (Start riding a boat that is inside a shipwreck),1 Water Bucket,,Start riding a boat that is inside a shipwreck,Get in a boat within a shipwreck,spruce_boat,Biomes,blazeandcave:biomes/boatception,,"Explorers
(shared)"
1107,Incidental,,,0,0,FALSE,,Titanic,Find a shipwreck in an iceberg biome (Enter a Shipwreck in a Frozen Ocean or Deep Frozen Ocean biome),2 Nautilus Shells,,Enter a Shipwreck in a Frozen Ocean or Deep Frozen Ocean biome,Find a shipwreck in an iceberg biome,dark_oak_fence,Biomes,blazeandcave:biomes/titanic,,
1108,Subset,,,0,0,FALSE,,X Marks the Spot,Use a treasure map to find Buried Treasure (Open a Buried Treasure chest for the first time),2 Nautilus Shells,,Open a Buried Treasure chest for the first time,Use a treasure map to find Buried Treasure,filled_map,Biomes,blazeandcave:biomes/x_marks_the_spot,,
1109,Subset,,,0,0,FALSE,,Moskstraumen,Construct a Conduit in the ocean,,,,Construct a Conduit in the ocean,conduit,Biomes,blazeandcave:biomes/moskstraumen,,
1110,Subset,,,0,0,FALSE,,Kilometre Walk,Travel at least 1000 blocks from the centre of the world in any direction. It's not that far in real life (Travel beyond 1000 or -1000 in the x or z direction),,,Travel beyond 1000 or -1000 in the x or z direction,Travel at least 1000 blocks from the centre of the world in any direction. It's not that far in real life,leather_boots,Biomes,blazeandcave:biomes/kilometre_walk,,
1111,Subset,,,0,0,FALSE,,Ten Thousand Blocks,"Travel at least 10,000 blocks from the centre of the world in any direction. A journey that long begins with a simple step (Travel beyond 10000 or -10000 in the x or z direction)",,,Travel beyond 10000 or -10000 in the x or z direction,"Travel at least 10,000 blocks from the centre of the world in any direction. A journey that long begins with a simple step",iron_boots,Biomes,blazeandcave:biomes/ten_thousand_blocks,,
1112,Subset,,,0,0,FALSE,,Voyage,A hundred kilometres! (Travel beyond 100000 or -100000 in the x or z direction),,,Travel beyond 100000 or -100000 in the x or z direction,A hundred kilometres!,diamond_boots,Biomes,blazeandcave:biomes/voyage,,
1113,Subset,,,0,0,FALSE,,One with the forest,Discover every forest biome (See requirement notes below),,,See requirement notes below,Discover every forest biome,oak_sapling,Biomes,blazeandcave:biomes/one_with_the_forest,,
1114,Subset,,,0,0,FALSE,,Warm Feet,Discover every dry biome (See requirement notes below),,,See requirement notes below,Discover every dry biome,dead_bush,Biomes,blazeandcave:biomes/warm_feet,,
